date,brand,segment,purpose,derogation_flag,derogation_bps,usage_count,failed_calls,margin,conversion_flag,converted_margin,derogation_pct
2026-01-18,Brand D,Institutional,Home Loan,0,452.489916893182,1,4,294.727149847522,0,0.0,0
2026-02-27,Brand C,Corporate,Personal Loan,0,476.29837452740566,1,1,140.00476337454762,0,0.0,0
2026-02-15,Brand B,SME,Business Loan,0,182.78663103763105,9,2,239.20115378637735,1,2152.810384077396,0
2025-12-29,Brand B,SME,Auto Loan,0,188.0908952429759,1,1,126.35077087001422,0,0.0,0
2026-02-01,Brand D,Institutional,Auto Loan,1,371.63912945859704,7,3,76.49763711248967,0,0.0,100
2025-12-30,Brand A,Retail,Home Loan,0,228.14429927600034,6,2,258.26414918390515,0,0.0,0
2026-02-25,Brand A,SME,Personal Loan,0,14.305071799617597,9,1,240.64538171753992,1,2165.808435457859,0
2026-03-03,Brand E,Institutional,Personal Loan,0,459.9383638376205,9,3,255.15725845457587,1,2296.4153260911826,0
2026-02-15,Brand D,Corporate,Business Loan,0,215.3751709828814,4,2,124.923632921403,0,0.0,0
2026-01-24,Brand C,Corporate,Home Loan,0,101.74755027015564,9,4,225.91540640024257,0,0.0,0
2026-03-10,Brand C,SME,Business Loan,0,277.83203657439304,6,3,104.98071193714125,0,0.0,0
2026-03-05,Brand D,Retail,Business Loan,1,109.45308129565828,5,1,52.82788406537116,0,0.0,100
2026-03-07,Brand C,Institutional,Auto Loan,0,103.01099984080392,9,2,266.622193908917,0,0.0,0
2026-02-06,Brand A,SME,Auto Loan,0,272.86566369531636,7,3,180.88137176399826,0,0.0,0
2026-01-08,Brand C,Corporate,Personal Loan,0,195.52114609473452,9,3,295.9133343705221,1,2663.2200093346987,0
2026-01-10,Brand C,Retail,Personal Loan,1,286.49663912661117,5,4,146.2589237259367,0,0.0,100
2026-02-13,Brand D,Institutional,Business Loan,1,498.4127184056202,4,3,289.2182517473676,1,1156.8730069894705,100
2026-01-25,Brand D,SME,Personal Loan,0,429.50907718538417,3,2,203.76431586813985,0,0.0,0
2026-01-13,Brand C,Institutional,Business Loan,0,3.8353996448943772,5,0,178.05126795921583,0,0.0,0
2025-12-30,Brand B,Retail,Personal Loan,1,25.277854768694873,9,2,125.70240079493684,1,1131.3216071544316,100
2026-01-29,Brand D,Retail,Personal Loan,0,305.0397200656223,3,2,256.3190853181852,0,0.0,0
2026-02-18,Brand E,Corporate,Auto Loan,0,313.128040566149,1,4,257.1986865927808,0,0.0,0
2026-02-24,Brand E,Retail,Auto Loan,0,439.0954220379967,2,4,154.23238305087784,0,0.0,0
2025-12-24,Brand A,SME,Auto Loan,0,314.5285872609129,5,3,231.82328548599457,1,1159.1164274299729,0
2025-12-16,Brand C,Institutional,Auto Loan,0,113.85726925787115,3,4,161.809483944568,0,0.0,0
2025-12-23,Brand B,Retail,Home Loan,0,234.25811385182544,6,3,234.91482361666908,0,0.0,0
2026-02-16,Brand A,Retail,Auto Loan,0,404.49270033559424,8,0,298.54753917965627,1,2388.38031343725,0
2025-12-26,Brand C,SME,Home Loan,0,461.41248229918574,6,1,115.6240784410279,0,0.0,0
2026-03-06,Brand D,Institutional,Auto Loan,0,118.45755948335457,9,4,208.51311429493276,0,0.0,0
2025-12-23,Brand E,Institutional,Personal Loan,0,269.8023675066629,6,4,144.96949127664084,0,0.0,0
2026-01-19,Brand B,Corporate,Business Loan,0,79.46377508520136,5,0,187.09289091212582,0,0.0,0
2026-01-19,Brand E,Corporate,Personal Loan,0,248.4998494637846,4,4,268.5368200741656,0,0.0,0
2026-01-17,Brand D,Institutional,Personal Loan,0,45.05706037475055,2,0,136.8939673611637,0,0.0,0
2025-12-20,Brand C,SME,Home Loan,1,470.8640349752371,6,3,68.09707553530909,0,0.0,100
2026-01-25,Brand D,SME,Auto Loan,1,319.02822914130775,2,4,249.73429631073978,0,0.0,100
2026-01-12,Brand D,Corporate,Business Loan,1,427.1083708568386,5,4,188.75621380080867,0,0.0,100
2025-12-22,Brand E,Retail,Business Loan,0,499.14758709095315,1,3,162.35023678551673,0,0.0,0
2026-02-26,Brand B,SME,Auto Loan,0,91.33299735268913,3,4,95.83326172398189,1,287.4997851719457,0
2026-02-25,Brand D,Retail,Home Loan,1,347.0717074798243,5,2,73.21318292614613,0,0.0,100
2025-12-27,Brand E,SME,Home Loan,0,443.4931467534291,7,0,119.68388990613842,0,0.0,0
2026-01-18,Brand B,Institutional,Home Loan,0,287.969083705895,8,1,229.726065836888,1,1837.808526695104,0
2026-01-17,Brand C,Corporate,Business Loan,0,319.8481891832805,7,2,152.94273216004092,1,1070.5991251202863,0
2026-02-01,Brand C,Retail,Home Loan,0,203.8355447585687,7,1,192.55689684640535,0,0.0,0
2026-01-07,Brand A,Retail,Home Loan,0,337.380416858257,2,2,70.51138841574522,1,141.02277683149043,0
2026-02-15,Brand E,Institutional,Business Loan,0,197.7889573480619,6,2,80.81076088235498,0,0.0,0
2026-01-21,Brand B,SME,Business Loan,0,238.3098190757242,5,2,52.82645772339735,1,264.1322886169867,0
2026-01-28,Brand D,Retail,Personal Loan,0,51.45587131141244,9,0,218.32111263726628,1,1964.8900137353965,0
2026-01-19,Brand C,SME,Business Loan,1,3.9042000901908236,4,1,116.113630622105,0,0.0,100
2026-02-18,Brand B,Institutional,Auto Loan,0,27.575562069473424,7,3,291.73164645829047,1,2042.1215252080333,0
2026-01-31,Brand E,Corporate,Business Loan,0,96.26082046880086,8,3,127.11395258179887,1,1016.911620654391,0
2026-03-03,Brand A,Retail,Business Loan,1,228.3019097975327,6,4,140.9045097165028,0,0.0,100
2025-12-18,Brand C,SME,Home Loan,0,10.497035425726942,3,0,167.3724578619274,1,502.11737358578216,0
2025-12-16,Brand B,Retail,Personal Loan,0,77.96831957711625,5,0,129.78518719804822,0,0.0,0
2025-12-20,Brand B,SME,Home Loan,0,390.7223019422193,1,0,254.3608054692906,1,254.3608054692906,0
2025-12-29,Brand B,SME,Personal Loan,0,381.0832791310235,8,2,269.05170249949566,1,2152.4136199959653,0
2026-01-11,Brand E,SME,Home Loan,1,394.86514583774994,2,0,52.759019802077376,0,0.0,100
2025-12-24,Brand E,Institutional,Auto Loan,0,460.77047159838696,7,3,213.66540714034568,0,0.0,0
2026-03-04,Brand E,Corporate,Home Loan,1,59.53550036725957,9,0,221.52206997474553,1,1993.6986297727099,100
2025-12-30,Brand D,Retail,Home Loan,0,81.56993811394148,1,2,290.35621914952026,0,0.0,0
2026-01-26,Brand B,Corporate,Auto Loan,0,166.7768073006572,4,1,142.5997993169967,0,0.0,0
2026-03-02,Brand C,SME,Auto Loan,0,457.5705994904548,7,0,98.81999208692304,0,0.0,0
2026-02-04,Brand E,SME,Business Loan,0,387.7388715029725,9,1,180.14526738554596,0,0.0,0
2026-02-16,Brand E,Corporate,Home Loan,0,162.06063616615984,2,4,161.8889211445975,1,323.777842289195,0
2026-02-05,Brand B,Corporate,Auto Loan,0,43.81790889136744,2,2,247.9328664010144,0,0.0,0
2025-12-19,Brand E,Retail,Auto Loan,0,308.1900130744171,6,0,275.99386030888513,1,1655.9631618533108,0
2026-01-07,Brand D,SME,Business Loan,0,128.40958290282617,3,4,71.67700690910749,1,215.03102072732247,0
2025-12-30,Brand D,Corporate,Personal Loan,0,265.57628298427653,4,4,261.64486966222717,0,0.0,0
2026-01-27,Brand E,Institutional,Auto Loan,0,470.90167980048847,3,1,277.2427195553729,0,0.0,0
2026-01-13,Brand B,SME,Auto Loan,0,286.30862265716723,1,3,281.03396956608935,0,0.0,0
2026-01-20,Brand B,SME,Home Loan,0,461.9172182116821,6,3,241.0774647128012,0,0.0,0
2025-12-28,Brand B,Retail,Business Loan,1,196.5193929974377,2,3,235.5206402260195,0,0.0,100
2026-01-16,Brand A,Institutional,Home Loan,0,316.6756686443853,2,3,53.72419375060573,1,107.44838750121146,0
2026-02-24,Brand E,Retail,Personal Loan,0,446.9449869734821,7,2,280.0479056224571,0,0.0,0
2026-02-12,Brand B,Institutional,Business Loan,0,293.9936558045692,5,0,137.87630345219418,1,689.3815172609709,0
2026-01-12,Brand D,Retail,Home Loan,0,307.4493385135521,8,0,60.28047415434807,0,0.0,0
2026-02-19,Brand C,Institutional,Auto Loan,1,358.15399104061225,2,2,153.24482752662948,0,0.0,100
2026-01-26,Brand C,Institutional,Auto Loan,0,441.05387859412656,8,1,233.21315831763735,0,0.0,0
2026-01-29,Brand B,Institutional,Business Loan,1,44.09003062042649,7,0,160.48880040627407,0,0.0,100
2026-02-15,Brand C,Corporate,Auto Loan,0,168.42969108804346,8,4,239.50277236804143,1,1916.0221789443315,0
2026-02-10,Brand C,SME,Home Loan,1,198.8423630403019,3,0,177.35235672780897,1,532.057070183427,100
2025-12-21,Brand A,Institutional,Business Loan,0,454.8548326945889,8,2,124.85678703173801,1,998.8542962539041,0
2026-01-12,Brand D,Corporate,Auto Loan,0,478.0039622581007,6,1,100.72808603838317,1,604.3685162302991,0
2026-01-12,Brand D,Corporate,Auto Loan,0,60.190232332562374,2,0,155.27582383842307,0,0.0,0
2026-01-28,Brand A,Retail,Personal Loan,0,59.55383989439039,6,2,58.950862928483794,0,0.0,0
2026-03-09,Brand A,SME,Personal Loan,0,467.4308971261812,5,4,155.6359762496018,0,0.0,0
2026-01-14,Brand C,SME,Business Loan,0,147.88595069129633,3,3,67.15502419115609,0,0.0,0
2026-02-15,Brand E,Retail,Personal Loan,0,120.90720951857637,1,4,269.2511769351997,0,0.0,0
2026-02-28,Brand C,SME,Home Loan,0,17.811432877049338,7,4,193.87025796187814,0,0.0,0
2026-02-15,Brand A,Retail,Auto Loan,0,137.7979673853245,2,1,211.5107407325649,1,423.0214814651298,0
2025-12-16,Brand D,Corporate,Auto Loan,0,346.7632136129941,1,0,122.21599761090258,0,0.0,0
2026-01-11,Brand C,Corporate,Auto Loan,0,213.01808136978084,1,3,106.4552691248864,0,0.0,0
2026-02-15,Brand E,Institutional,Business Loan,0,258.4351758258801,7,2,226.97631229335164,0,0.0,0
2026-03-02,Brand C,Retail,Business Loan,1,458.64779830744266,1,3,217.89137075545608,0,0.0,100
2025-12-18,Brand B,Corporate,Personal Loan,0,57.34489133565823,9,0,80.66961408849126,0,0.0,0
2026-02-23,Brand C,Corporate,Auto Loan,0,35.620357621299505,6,1,109.66034577541771,0,0.0,0
2026-02-25,Brand A,Retail,Auto Loan,0,425.9653745619471,4,0,286.6439466175525,1,1146.57578647021,0
2026-01-11,Brand D,Corporate,Auto Loan,1,387.42789871535325,4,2,126.04435638288695,0,0.0,100
2025-12-24,Brand D,SME,Auto Loan,0,131.86709347251625,5,3,56.45787757984542,1,282.2893878992271,0
2026-02-15,Brand A,Corporate,Auto Loan,0,162.11706318704145,2,4,65.94551270652045,0,0.0,0
2026-01-21,Brand B,Retail,Home Loan,0,155.13891788783013,5,0,243.87369923748335,0,0.0,0
2026-02-04,Brand A,SME,Auto Loan,0,323.9043990109556,2,1,239.28892114137628,1,478.57784228275256,0
2026-01-28,Brand C,SME,Home Loan,0,30.605753494489683,4,1,145.45681735846617,0,0.0,0
2026-01-08,Brand A,Corporate,Auto Loan,0,244.70079263186346,5,3,88.30019411110987,0,0.0,0
2026-03-04,Brand A,Institutional,Business Loan,0,66.93648455637258,6,4,174.52630422956176,0,0.0,0
2026-02-12,Brand B,SME,Business Loan,1,409.86927046312377,6,2,132.97216380511634,1,797.832982830698,100
2026-01-16,Brand C,Retail,Home Loan,0,190.33150215498262,9,4,143.492086974294,0,0.0,0
2026-02-05,Brand E,Institutional,Auto Loan,0,263.7860966097296,4,3,115.2463385219908,0,0.0,0
2026-02-15,Brand E,Institutional,Business Loan,0,14.658804389392987,5,4,65.7144781773646,0,0.0,0
2026-02-11,Brand D,SME,Business Loan,0,29.132156770526162,6,3,247.7898192105501,1,1486.7389152633004,0
2026-02-05,Brand A,Corporate,Auto Loan,0,337.527415366733,4,4,204.55520620746316,0,0.0,0
2025-12-27,Brand D,Institutional,Auto Loan,0,383.385272570666,6,0,258.658780942397,0,0.0,0
2026-01-23,Brand B,Corporate,Business Loan,0,355.0177923011007,2,1,175.80049434589813,0,0.0,0
2025-12-17,Brand E,SME,Auto Loan,0,368.5093182289301,7,3,296.24665977627586,0,0.0,0
2025-12-18,Brand A,Retail,Personal Loan,1,52.309925274664494,3,3,290.6312273511513,1,871.893682053454,100
2026-02-09,Brand B,Institutional,Auto Loan,0,346.72542054877056,4,1,117.94587177413555,0,0.0,0
2026-03-06,Brand B,Retail,Business Loan,0,90.87379134454682,9,2,146.7442308836478,1,1320.69807795283,0
2026-02-12,Brand A,Corporate,Business Loan,0,49.00771593839271,5,3,238.1773532426899,0,0.0,0
2025-12-17,Brand B,Corporate,Home Loan,0,378.58041522742053,9,0,244.15086549444393,0,0.0,0
2025-12-17,Brand A,Retail,Personal Loan,0,444.7030585507824,6,4,277.6747840600559,0,0.0,0
2026-02-07,Brand A,SME,Business Loan,0,358.35495370257934,8,0,213.15845840056338,1,1705.267667204507,0
2025-12-16,Brand C,SME,Personal Loan,0,402.78672640737665,5,3,168.78024422830174,0,0.0,0
2026-01-03,Brand D,Institutional,Auto Loan,0,495.5440775608079,5,2,144.41288741366316,0,0.0,0
2025-12-17,Brand B,Institutional,Business Loan,0,67.37795570334227,3,3,154.7946378492556,0,0.0,0
2026-02-06,Brand B,SME,Home Loan,0,482.57627621651926,7,2,262.60128776433555,0,0.0,0
2026-01-28,Brand C,SME,Business Loan,0,300.59890274505125,2,1,295.0022109018487,1,590.0044218036974,0
2026-01-16,Brand C,Retail,Home Loan,0,406.6265786725102,3,4,62.977296229991246,0,0.0,0
2026-02-23,Brand C,Corporate,Personal Loan,0,325.084590793835,2,0,195.06116576011016,0,0.0,0
2026-01-16,Brand E,Corporate,Home Loan,0,285.0188943926746,8,2,180.01349301525212,0,0.0,0
2026-02-21,Brand E,Institutional,Auto Loan,0,351.8094970108439,4,0,144.03556871201258,1,576.1422748480503,0
2026-02-08,Brand E,SME,Auto Loan,0,160.1293322564914,8,1,262.89411075654357,0,0.0,0
2026-02-28,Brand A,Retail,Auto Loan,0,462.13576174595636,8,3,193.9357542237302,0,0.0,0
2026-02-09,Brand B,Institutional,Business Loan,0,57.646286027889346,8,2,128.27901555838199,1,1026.2321244670559,0
2026-01-01,Brand D,Retail,Auto Loan,0,159.01559204323107,8,4,161.02600958427507,0,0.0,0
2026-01-22,Brand A,SME,Auto Loan,0,15.581176600251656,8,2,139.20088934597206,1,1113.6071147677765,0
2026-01-08,Brand B,SME,Business Loan,1,135.66152382304585,9,3,157.52140192902795,0,0.0,100
2026-02-22,Brand B,SME,Personal Loan,0,109.10653857070218,2,3,67.81644758598866,0,0.0,0
2026-02-23,Brand C,Corporate,Auto Loan,0,24.815430339315604,9,4,77.97895405423043,0,0.0,0
2025-12-26,Brand C,SME,Auto Loan,0,245.88703192431106,8,4,205.92292082590245,1,1647.3833666072196,0
2025-12-31,Brand A,Institutional,Business Loan,0,234.3180209278049,1,1,221.0170943491096,1,221.0170943491096,0
2026-02-26,Brand C,Corporate,Personal Loan,0,38.87272194933444,5,0,209.1551038167411,0,0.0,0
2026-02-12,Brand B,Retail,Personal Loan,0,130.9252657042071,2,2,240.76884934930143,0,0.0,0
2026-02-23,Brand C,Institutional,Personal Loan,1,476.66108023317804,5,1,285.88350536943517,0,0.0,100
2026-03-05,Brand E,Institutional,Business Loan,1,55.368312255210164,8,0,265.1545767231638,0,0.0,100
2025-12-18,Brand C,Retail,Home Loan,1,152.50932442973408,9,1,154.62739484281087,0,0.0,100
2026-01-04,Brand B,Corporate,Home Loan,0,17.931199227329277,9,4,104.38578423031885,1,939.4720580728697,0
2026-02-12,Brand A,Institutional,Auto Loan,1,74.44360131188338,1,4,127.96305290031283,1,127.96305290031283,100
2026-01-20,Brand D,Institutional,Auto Loan,0,349.69855373289477,7,3,196.93537198632302,1,1378.5476039042612,0
2026-01-03,Brand C,Institutional,Auto Loan,0,183.3582503314694,8,2,264.05208361439173,0,0.0,0
2026-02-20,Brand B,Corporate,Home Loan,0,226.03828533956028,3,2,225.43103087688678,1,676.2930926306603,0
2026-01-03,Brand D,Corporate,Business Loan,0,78.48919756532807,6,2,185.7532761922669,1,1114.5196571536014,0
2026-01-04,Brand D,Corporate,Auto Loan,0,341.0700864456509,3,1,200.46958989000862,0,0.0,0
2026-02-24,Brand E,Institutional,Business Loan,0,375.7607990456268,9,1,182.0653034320761,1,1638.5877308886847,0
2026-02-05,Brand D,SME,Auto Loan,0,90.55602475836989,3,2,292.9068778324075,0,0.0,0
2026-01-17,Brand B,Retail,Business Loan,1,22.49673180997108,2,3,254.0228630638901,0,0.0,100
2026-01-24,Brand B,SME,Business Loan,0,40.470567154509254,9,0,245.31930385028718,0,0.0,0
2026-01-23,Brand C,Corporate,Home Loan,0,328.52287860150886,8,1,179.332246715933,0,0.0,0
2026-03-07,Brand C,Institutional,Business Loan,0,67.75530124741947,8,2,132.95236439238533,0,0.0,0
2025-12-16,Brand C,Institutional,Personal Loan,1,246.95941708441777,2,4,54.87852358444013,1,109.75704716888026,100
2025-12-26,Brand D,SME,Home Loan,0,76.32076546308502,6,1,60.85750608992997,0,0.0,0
2026-02-10,Brand D,SME,Auto Loan,0,85.07402410261989,5,0,57.55948129061121,0,0.0,0
2026-02-03,Brand E,Retail,Home Loan,1,2.1802516707593034,2,1,295.1191916944313,0,0.0,100
2026-01-07,Brand C,Institutional,Personal Loan,0,160.41212792919396,5,0,78.62058461697262,0,0.0,0
2026-01-15,Brand A,SME,Personal Loan,0,44.898633036430155,4,0,85.52971324395202,0,0.0,0
2026-01-26,Brand E,Retail,Business Loan,0,196.98063767021262,9,1,171.037496864525,0,0.0,0
2025-12-22,Brand A,Corporate,Personal Loan,0,298.89215480879193,1,0,170.35029172328973,1,170.35029172328973,0
2025-12-31,Brand D,SME,Personal Loan,0,183.76597396405847,6,1,279.9934418212673,0,0.0,0
2026-02-13,Brand E,Corporate,Personal Loan,0,352.5408154176676,7,1,68.38318291823077,0,0.0,0
2025-12-17,Brand E,Retail,Personal Loan,1,370.72588401967903,6,3,289.30979128917465,1,1735.858747735048,100
2025-12-16,Brand B,Corporate,Auto Loan,1,348.3031936804059,5,4,104.09755958525223,0,0.0,100
2026-02-01,Brand D,Institutional,Auto Loan,0,468.35677981574906,4,0,292.53845232620824,0,0.0,0
2025-12-27,Brand D,Institutional,Home Loan,0,118.64713849757553,5,1,185.33102470065396,1,926.6551235032698,0
2026-02-22,Brand E,Corporate,Business Loan,1,94.7282265574883,9,0,213.0031864827575,1,1917.0286783448175,100
2026-01-21,Brand D,Institutional,Auto Loan,0,304.8557446209336,5,1,128.9321931651618,0,0.0,0
2026-01-16,Brand E,Retail,Personal Loan,0,297.4385047170917,8,1,202.9559877748988,0,0.0,0
2025-12-24,Brand B,Institutional,Business Loan,0,255.04916683740353,7,1,227.70744497484944,0,0.0,0
2026-01-03,Brand E,Corporate,Auto Loan,0,2.1765957471322483,4,4,52.59254182307639,0,0.0,0
2026-02-01,Brand D,Corporate,Home Loan,0,277.6191149529992,5,0,58.557106295425996,0,0.0,0
2026-03-05,Brand D,Corporate,Personal Loan,0,466.3990284364895,7,4,296.6192529845748,0,0.0,0
2025-12-18,Brand E,SME,Business Loan,0,167.28884455643146,6,4,164.38927622320386,1,986.3356573392232,0
2026-01-04,Brand E,Corporate,Auto Loan,1,483.79959666012525,3,4,283.95438135913867,0,0.0,100
2026-01-08,Brand E,Retail,Business Loan,0,178.37833959884713,3,4,232.47440420416717,1,697.4232126125015,0
2026-02-07,Brand C,Institutional,Auto Loan,0,69.92725125890892,2,3,143.24207699184632,0,0.0,0
2026-01-17,Brand D,Institutional,Home Loan,1,199.20170746356925,3,0,87.71050116463246,0,0.0,100
2026-01-08,Brand D,SME,Personal Loan,0,247.30565646177206,1,0,294.537933262553,0,0.0,0
2026-02-28,Brand C,SME,Home Loan,0,314.7322050882956,9,1,196.12406427459678,1,1765.116578471371,0
2026-02-25,Brand E,Retail,Personal Loan,0,252.43908101116702,2,0,98.08915584212497,1,196.17831168424993,0
2026-01-20,Brand B,Corporate,Personal Loan,0,268.3593137031091,3,4,220.41324507368674,0,0.0,0
2026-01-22,Brand E,SME,Business Loan,0,12.033519178802688,5,2,73.01212745758446,0,0.0,0
